你是一名大学生，需要在截止日期前将期末论文交给教授。教授要求论文通过学校的在线系统上传。,你完成了论文，想正式交给教授以便评分。,You need to @ @ @ to the professor via the online portal before the deadline.,You need to 「submit an application」 to the professor via the online portal before the deadline.,你需要在截止日期前通过在线门户向教授「提交申请」。,典型中式英语：'Give the application to the professor.' 纠正：'Submit the application to the professor.'（'Give'显得过于随意，'submit'更符合正式递交的语境。）,5da51c28d97135d0146dd67119bc7c7d.wav
你是一家公司的员工，完成了一份市场分析报告，需要交给经理审阅。,你希望经理能看到你的工作成果，并提供反馈。,Please @ @ @ to the manager by Friday for review.,Please 「submit a report」 to the manager by Friday for review.,请在周五前向经理「提交报告」以供审阅。,典型中式英语：'Hand in the report to the manager.' 纠正：'Submit the report to the manager.'（'Hand in'更常用于学生作业，'submit'更适合正式工作场景。）,8990ae0aab981d0cb9fd3be9338b54e2.wav
你在一个严格的公司工作，公司有许多规定，比如必须按时打卡上下班。你虽然不喜欢，但还是遵守了。,你选择接受公司的规定，即使你内心有些抵触。,"As an employee, you have to @ @ @ to maintain discipline.","As an employee, you have to 「submit to authority」 to maintain discipline.",作为员工，你必须「服从权威」以保持纪律。,典型中式英语：'Follow the authority.' 纠正：'Submit to authority.'（'Follow'更多指跟随或遵守具体指示，'submit'强调接受权威的控制。）,257f7a21d74d62c516e1ac6e527b391a.wav
你和朋友们在讨论去哪里度假，有人坚持要去海边，你最终同意了他们的选择。,你放弃了自己的想法，同意了大多数人的决定。,"After a long debate, you finally @ @ @ and agreed to go to the beach.","After a long debate, you finally 「submit to pressure」 and agreed to go to the beach.",经过长时间争论，你最终「屈服于压力」，同意去海边。,典型中式英语：'Give in the pressure.' 纠正：'Submit to pressure.'（'Give in'虽然也表示让步，但搭配'to pressure'时'submit'更自然。）,14a1ba3ef44cb615a6d6c82361f8f5c6.wav
一个家庭在周末计划一起度过欢乐时光，决定去市中心的剧院观看一场表演。,家人希望通过观看有趣的节目放松身心，享受共同的乐趣。,The theater @ @ for all ages with its vibrant musical show.,The theater 「provides entertainment」 for all ages with its vibrant musical show.,剧院通过其充满活力的音乐剧为所有年龄段的人「提供娱乐」。,典型中式英语：'The theater gives fun to people.' 纠正：'The theater provides entertainment for people.'（'give fun'不够自然，'provide entertainment'是更地道的表达。）,e997e6187904193581be2eaccab0deea.wav
一个朋友聚会上，大家在客厅观看一场现场音乐表演，气氛热烈。,朋友们希望通过现场表演增添聚会的乐趣，享受音乐的魅力。,The band offered @ @ that kept everyone dancing all night.,The band offered 「live entertainment」 that kept everyone dancing all night.,乐队提供了「现场娱乐」，让大家整晚都在跳舞。,典型中式英语：'The band played lively music for fun.' 纠正：'The band offered live entertainment.'（'lively music for fun'不够具体，'live entertainment'更符合语境。）,add076d7e3097b6af3c076665037d3a1.wav
一位商务人士在家中举办晚宴，邀请客户共进晚餐以促进合作。,主人希望通过精心准备的晚餐和活动让客户感到受到重视，增进关系。,The CEO arranged @ @ to impress the new clients.,The CEO arranged 「business entertainment」 to impress the new clients.,首席执行官安排了「商务招待」以给新客户留下深刻印象。,典型中式英语：'The CEO invited clients to eat for business.' 纠正：'The CEO arranged business entertainment for clients.'（'eat for business'过于直白，'business entertainment'更正式且地道。）,a028fa5935ff76f9955902102d0b1332.wav
一个家庭邀请邻居到家中参加烧烤派对，分享美食和游戏。,主人希望通过热情的款待让邻居感到温暖，增强社区联系。,They set up @ @ with a barbecue and music in their backyard.,They set up 「home entertainment」 with a barbecue and music in their backyard.,他们在后院用烧烤和音乐安排了「家庭招待」。,典型中式英语：'They made a party at home for neighbors.' 纠正：'They set up home entertainment for neighbors.'（'made a party'不够具体，'home entertainment'更贴合款待的含义。）,eba3189e5be07156c96d32fb3c5b26f0.wav
在公司会议中，经理对团队提交的项目报告提出质疑，认为内容不够详尽。,经理觉得报告有很多不足之处，直接表达了不满。,"The manager was @ @ the team's report, pointing out several flaws.","The manager was 「critical of」 the team's report, pointing out several flaws.",经理对团队的报告「持批评态度」，指出了几个缺陷。,典型中式英语：'The manager criticized to the report.' 纠正：'The manager was critical of the report.'（'criticize'是动词，'critical'是形容词，搭配介词'of'更自然。）,5a6f1c5c8c71cf078202301a90a32f11.wav
在家庭聚会上，姑姑对侄子的职业选择发表意见，认为他应该选更稳定的工作。,姑姑觉得侄子的选择不明智，语气中带有强烈的批评。,"My aunt was @ @ about my career path, saying it was too risky.","My aunt was 「highly critical」 about my career path, saying it was too risky.",姑姑对我的职业道路「极为挑剔」，说它太冒险了。,典型中式英语：'My aunt very criticized my career.' 纠正：'My aunt was highly critical of my career.'（避免用'very criticized'，用'highly critical'更地道。）,21431554ef7c31e73fe2c27454fd403c.wav
在一场国际谈判中，团队需要在最后一天达成协议，否则合作将失败。,团队的努力在最后一天尤为重要，直接影响谈判结果。,The team's effort played a @ @ in securing the deal on the final day.,The team's effort played a 「critical role」 in securing the deal on the final day.,团队的努力在最后一天「发挥了关键作用」，确保了协议的达成。,典型中式英语：'The team's effort was very important role.' 纠正：'The team's effort played a critical role.'（'important role'太平淡，'critical role'更强调关键性。）,49315af4640e8be97d2479f44a8f91c3.wav
在医院的手术室中，医生需要在几分钟内做出决定以挽救患者生命。,医生的快速决策在紧急情况下尤为重要。,The doctor's decision was a @ @ in saving the patient's life.,The doctor's decision was a 「critical factor」 in saving the patient's life.,医生的决定是挽救患者生命的「关键因素」。,典型中式英语：'The doctor's decision was very key.' 纠正：'The doctor's decision was a critical factor.'（'very key'不地道，'critical factor'更精确。）,bedb68a48220bc6c736b5128944ad9e7.wav
车祸后，伤者被紧急送往医院，医生表示情况非常危险。,伤者的生命体征不稳定，随时可能恶化。,"After the accident, the patient was in a @ @ and needed immediate surgery.","After the accident, the patient was in a 「critical condition」 and needed immediate surgery.",事故后，患者处于「危急状态」，需要立即手术。,典型中式英语：'The patient was very dangerous condition.' 纠正：'The patient was in a critical condition.'（'dangerous condition'不准确，'critical condition'是医学术语。）,5134c8f028e415d4ccad3ed8149c6a70.wav
工厂发生重大设备故障，可能导致生产全面停工。,设备问题非常严重，可能会影响整个生产流程。,The equipment failure created a @ @ that threatened the entire production line.,The equipment failure created a 「critical situation」 that threatened the entire production line.,设备故障造成了一个「危急情况」，威胁到整个生产线。,典型中式英语：'The failure made a very urgent situation.' 纠正：'The failure created a critical situation.'（'urgent'不够具体，'critical situation'更贴合语境。）,f960dd4fd6ce166f6a24de7d0a31e387.wav
你在一家咖啡店买了一杯拿铁，店员扫描你的手机支付二维码，交易迅速完成。,你想表达支付过程很快，交易已经成功结束。,The barista scanned my phone and @ @ @ in seconds.,The barista scanned my phone and 「completed a transaction」 in seconds.,店员扫描了我的手机，秒内「完成了一笔交易」。,典型中式英语：'Finish the pay quickly.' 纠正：'Complete the transaction quickly.',618a3189f3e2d21cf785783b3511e6bc.wav
你在网上购买一双鞋，支付平台处理你的信用卡信息，确保资金安全转移。,你想说明支付系统正在处理你的付款，确保交易顺利。,The website took a moment to @ @ @ securely.,The website took a moment to 「process a transaction」 securely.,网站花了一点时间「处理一笔交易」以确保安全。,典型中式英语：'The website deal with my payment.' 纠正：'The website processes my payment.',6548a7844cfd6ae78b71a123cbdd67b3.wav
你正在开发一个电商网站，数据库需要确保用户支付后库存减少，这需要一个完整的事务处理。,你想表达数据库正在运行一系列操作，以确保数据一致。,The system needs to @ @ @ to update the inventory and payment records.,The system needs to 「execute a transaction」 to update the inventory and payment records.,系统需要「执行一个事务」来更新库存和支付记录。,典型中式英语：'The system do a transaction.' 纠正：'The system executes a transaction.',75f2ad548616c664540ecfbe375ece70.wav
你在测试一个银行应用，如果转账过程中出现错误，系统会撤销操作以避免数据错误。,你想说明系统会取消失败的操作，以保持数据完整。,"If an error occurs, the database will @ @ @ to prevent inconsistencies.","If an error occurs, the database will 「rollback a transaction」 to prevent inconsistencies.",如果发生错误，数据库会「回滚一个事务」以防止数据不一致。,典型中式英语：'The database cancel the transaction.' 纠正：'The database rolls back the transaction.',800f754b60fbfb6be0e4b31dfe6ef0bf.wav
小明计划去欧洲旅行，他想从上海飞往巴黎，但不想直飞，因为他希望在途中游览另一个城市。,小明想通过某个城市中转，既能节省费用，又能顺便游玩。,He decided to @ @ London to save on flight costs and explore the city.,He decided to 「travel via」 London to save on flight costs and explore the city.,他决定「通过伦敦」旅行，以节省航班费用并游览这座城市。,典型中式英语：He go to Paris pass by London. 纠正：He travels to Paris via London.,15a8956d65a6a1ec137d05bdea400e1c.wav
小红在公司需要发送一份紧急文件给客户，但客户在另一个国家，她选择使用电子邮件以确保快速送达。,小红希望通过电子邮件快速、安全地将文件发送给客户。,She sent the document @ @ email to ensure it reached the client quickly.,She sent the document 「via email」 to ensure it reached the client quickly.,她「通过电子邮件」发送了文件，以确保客户能快速收到。,典型中式英语：She send file by email. 纠正：She sent the file via email.,523103125654bf18f613a6c7d1c307cb.wav
张伟计划从北京开车到上海，但他想顺路去杭州看朋友，所以选择了一条经过杭州的路线。,张伟想通过杭州的路线，既能探望朋友，又能享受沿途风景。,He chose to @ @ Hangzhou to visit friends and enjoy the scenic route.,He chose to 「go via」 Hangzhou to visit friends and enjoy the scenic route.,他选择「经由杭州」去，既能探望朋友，又能享受沿途风景。,典型中式英语：He go to Shanghai through Hangzhou. 纠正：He goes to Shanghai via Hangzhou.,c08f6050f9099a0c7dbc91c4041daae0.wav
一家公司需要将货物从广州运到美国，物流经理决定通过海运并在新加坡中转以降低成本。,物流经理希望通过新加坡的港口运输货物，以优化成本和时间。,The goods were @ @ Singapore to reduce shipping costs.,The goods were 「shipped via」 Singapore to reduce shipping costs.,货物「经由新加坡」运输，以降低运输成本。,典型中式英语：Goods send by Singapore. 纠正：Goods were shipped via Singapore.,9eeca9772fb1a15604b947ae194eb699.wav
在一家餐厅，顾客发现食物不符合预期，向服务员提出要求。,顾客对食物质量不满意，强烈要求更换菜品，不接受服务员的解释。,The customer @ @ @ a new dish because the one served was cold.,The customer 「insisted on」 getting a new dish because the one served was cold.,顾客「坚持要求」换一道新菜，因为端上来的菜是冷的。,中式英语：He strongly asked to change the dish. 纠正：He insisted on getting a new dish.,1303a95258a9c27a8ff058d02262cc60.wav
在公司会议中，经理对团队的工作进度不满意，提出明确要求。,经理认为项目进度落后，要求团队必须加班完成任务。,The manager @ @ @ the project be completed by Friday.,The manager 「insisted that」 the project be completed by Friday.,经理「坚持要求」项目必须在周五之前完成。,中式英语：The manager said the project must finish by Friday. 纠正：The manager insisted that the project be completed by Friday.,8fa22764d824a8f0856abf6e4e38459e.wav
在朋友聚会中，有人误解了某人的行为，引发争论。,某人被误认为说谎，坚定地声明自己没有做错任何事。,"Despite the accusations, she @ @ @ she was telling the truth.","Despite the accusations, she 「insisted that」 she was telling the truth.",尽管被指责，她「坚持说」自己说的是真话。,中式英语：She said strongly she didn’t lie. 纠正：She insisted that she was telling the truth.,dacfcd79045d5e07b70c42afde2ceb65.wav
在法庭上，嫌疑人面对指控，试图为自己辩护。,嫌疑人面对证据 Roscoe insists that he is not guilty.,"Even under pressure, he @ @ @ his innocence.","Even under pressure, he 「insisted on」 his innocence.",即使在压力下，他「坚持说」自己无罪。,中式英语：He said he is not guilty. 纠正：He insisted on his innocence.,f242421ce3a5f8723ad77112707bf785.wav
小明在图书馆准备期末考试，但旁边桌子的讨论声不断干扰他。,小明试图专注于复习，但外界的噪音让他无法集中精神。,The loud conversation at the next table @ @ @ his studying.,The loud conversation at the next table 「distracted him from」 his studying.,旁边桌子的喧闹谈话「使他从学习中分心」。,典型中式英语：'The noise made him cannot focus on study.' 纠正：'The noise distracted him from studying.'（使用'distract from'表达分心，并避免'cannot focus'的生硬表达。）,306cc7418ace7b5fd2c9c7194080cbb4.wav
公司会议上，经理正在讨论季度目标，但窗外的施工噪音让大家难以专心。,施工噪音吸引了与会者的注意力，导致他们无法专注于会议内容。,The construction noise outside @ @ @ the meeting’s agenda.,The construction noise outside 「distracted attention from」 the meeting’s agenda.,窗外的施工噪音「使注意力从会议议程上分散」。,典型中式英语：'The noise let us not concentrate the meeting.' 纠正：'The noise distracted attention from the meeting.'（使用'distract attention from'，并修正语序和表达。）,d7ea41e3b1e08a4767757b7808d2c1a4.wav
小红刚和男友分手，心情低落，她决定去看一部喜剧电影来缓解情绪。,小红想通过看电影让自己暂时忘记失恋的痛苦。,She watched a comedy movie to @ @ @ her breakup.,She watched a comedy movie to 「distract herself with」 her breakup.,她看了一部喜剧电影来「让自己从分手中分心」。,典型中式英语：'She watched movie to forget her sad.' 纠正：'She watched a movie to distract herself from her sadness.'（使用'distract oneself from'，并改进'forget her sad'的表达。）,873906a83272aed39f69706167393405.wav
小刚因为工作压力大，晚上睡不着，他开始玩手机游戏来放松。,小刚通过玩游戏来暂时忘记工作的压力。,He played mobile games to @ @ @ his work stress.,He played mobile games to 「distract himself with」 his work stress.,他玩手机游戏来「让自己从工作压力中分心」。,典型中式英语：'He played games to not think work.' 纠正：'He played games to distract himself from work stress.'（使用'distract from'，并修正语义不清的表达。）,7c3f2461402b104076cb0546e47e2e27.wav
一个房地产开发商在城市郊区购买了一大片土地，计划将其分割成多个小型住宅区，供家庭购买建房。,开发商想要把大片土地分成适合家庭居住的小块区域，每个区域都有自己的房子和花园。,The developer planned to build a @ @ on the outskirts of the city.,The developer planned to build a 「residential subdivision」 on the outskirts of the city.,开发商计划在城市郊区建设一个「住宅小区」。,典型中式英语：'The developer wants to build a small living area.' 纠正：'The developer plans to build a residential subdivision.'（避免模糊的'living area'，使用更具体的'subdivision'）,8874f687f2f5c34701522a1f7c68f4a3.wav
地方政府决定将一块公共土地分割成几个部分，以便更好地规划城市发展，包括住宅、商业和公园区域。,政府希望通过划分土地来优化城市布局，确保每个部分都有明确用途。,The city council approved a plan to @ @ for mixed-use development.,The city council approved a plan to 「create a subdivision」 for mixed-use development.,市议会批准了一项计划，旨在「创建分区」以进行混合用途开发。,典型中式英语：'The city wants to make a division for development.' 纠正：'The city plans to create a subdivision for development.'（'make a division'不够地道，'create a subdivision'更符合英语习惯）,de57bb614502ee0a39b655a8127c4a1e.wav
在中国的一个省内，为了更有效地管理地方事务，政府将省划分为多个市和县。,省政府希望通过设立更小的行政单位来提高管理效率。,The province was divided into several @ @ for better governance.,The province was divided into several 「administrative subdivisions」 for better governance.,该省被划分为几个「行政区划」以实现更好的治理。,典型中式英语：'The province is cut into small parts for management.' 纠正：'The province is divided into administrative subdivisions for management.'（'cut into small parts'过于直译，'divided into subdivisions'更自然）,10d6a839e9d2a45213a5ce429b864500.wav
一家大型跨国公司决定将其研发部门细分为多个小组，每个小组专注于不同技术领域。,公司希望通过将部门分成更小的单位来提高研发效率和专业化程度。,The company restructured its R&D department into multiple @ @ to enhance innovation.,The company restructured its R&D department into multiple 「organizational subdivisions」 to enhance innovation.,公司将其研发部门重组为多个「组织分支」以提升创新能力。,典型中式英语：'The company divided its department into small groups.' 纠正：'The company restructured its department into organizational subdivisions.'（'small groups'不够正式，'organizational subdivisions'更贴合语境）,52919040d79ac30771ba208f14447b11.wav
一个中国农民在春季检查自己的稻田，观察水稻的生长情况，希望今年能有好的收成。,农民希望通过精心的耕作和施肥，让稻田生产更多的稻米。,"With improved farming techniques, the fields produced a @ @ this year.","With improved farming techniques, the fields produced a 「high yield」 this year.",通过改进农业技术，田地今年生产了「高产量」。,典型中式英语：'The fields give many rice.' 纠正：'The fields produced a high yield of rice.',7116d5124c55196837e6ac3e0cb7c7e5.wav
一位农业科学家在实验室中分析不同土壤对小麦生长的影响，记录每块实验田的收成数据。,科学家希望通过实验找到能让小麦产出更多的土壤类型。,The new soil composition significantly increased the @ @ in our experiments.,The new soil composition significantly increased the 「crop yield」 in our experiments.,新的土壤成分显著提高了我们实验中的「作物产量」。,典型中式英语：'The soil makes more wheat.' 纠正：'The soil composition increased the crop yield.',e2c5831dc45e6f5507179409ba052099.wav
一位中国投资者在研究股票市场，决定投资一家科技公司，希望获得长期回报。,投资者希望通过购买股票获得可观的财务回报。,Her investment in the tech startup began to @ @ @ after two years.,Her investment in the tech startup began to 「yield a profit」 after two years.,她在科技初创公司的投资两年后开始「产生利润」。,典型中式英语：'Her money gives profit.' 纠正：'Her investment yielded a profit.',0f03a3fda2dffed88d31251db19e1391.wav
一家公司实施新的员工培训计划，希望提高团队效率和协作能力。,公司希望培训能带来更好的工作表现和团队合作。,The training program is expected to @ @ for the entire team.,The training program is expected to 「yield benefits」 for the entire team.,培训计划预计将为整个团队「带来益处」。,典型中式英语：'The training makes good results.' 纠正：'The training yields benefits.',3e3b886af80c2c3b84874fd9e95c1303.wav
在家庭聚会上，父母与青少年孩子争论假期计划，父母最终妥协，同意孩子的选择。,父母不想继续争吵，决定顺从孩子的意愿。,"After hours of debate, the parents finally @ @ @ from their son.","After hours of debate, the parents finally 「yielded to demands」 from their son.",经过数小时的争论，父母最终「屈服于儿子的要求」。,典型中式英语：'Parents agree with son’s ask.' 纠正：'The parents yielded to their son’s demands.',28e449a9b13fca5e7db9241ca128cd4a.wav
在商务谈判中，一家公司面对客户的强烈反对，决定在价格上做出让步。,公司为了达成交易，愿意在某些条件上妥协。,"To secure the deal, the company had to @ @ to the client’s objections.","To secure the deal, the company had to 「yield ground」 to the client’s objections.",为了达成交易，公司不得不对客户的反对意见「让步」。,典型中式英语：'The company gives up to client.' 纠正：'The company yielded ground to the client.',8228bb1433b4f17064e832fbfda34880.wav
在工作场所，小明收到一封来自外国同事的电子邮件，邮件中提到‘Let’s wrap this up by Friday.’ 小明以为是要在周五前完成所有工作，但其实同事的意思是希望在周五前确认项目的初步计划。,小明错误地理解了同事的意图，以为是要完成全部任务，而不是仅仅确认计划。,He @ @ @ when he thought the email meant finishing the entire project by Friday.,He 「misunderstood someone's intentions」 when he thought the email meant finishing the entire project by Friday.,他「误解了别人的意图」，以为邮件的意思是要在周五前完成整个项目。,典型中式英语：'He wrong understood the email.' 纠正：'He misunderstood the email.',f55e4a65b1fb5ae518ea30d5de6f3fef.wav
在英语课堂上，老师要求学生‘Summarize the article in your own words.’ 小红以为老师是要逐字翻译文章，而不是用自己的语言概括内容。,小红错误地理解了老师的要求，以为是翻译而不是总结。,She @ @ @ by translating the article word for word instead of summarizing it.,She 「misunderstood the situation」 by translating the article word for word instead of summarizing it.,她「误解了情况」，逐字翻译了文章而不是总结。,典型中式英语：'She mistake the teacher's meaning.' 纠正：'She misunderstood the teacher's instructions.',00a8abc2f6331c880f8cbb6626d8786e.wav
小刚参加一个国际象棋比赛，裁判说‘Touch-move rule applies.’ 小刚以为这意味着他可以随意移动棋子，但实际上规则要求触摸棋子后必须移动它。,小刚错误地理解了比赛规则，以为可以自由移动棋子，而不是必须移动触摸的棋子。,He @ @ @ and moved pieces freely during the chess match.,He 「misunderstood the rules」 and moved pieces freely during the chess match.,他「误解了规则」，在国际象棋比赛中随意移动棋子。,典型中式英语：'He not understand the rule correctly.' 纠正：'He misunderstood the rule.',e1ae685dd748ebd1016a35776ca5c779.wav
小丽在导航软件上看到‘Turn left in 200 meters.’ 她以为是立刻左转，结果错过了正确的路口。,小丽错误地理解了导航的指示，以为是立即左转，而不是在200米后左转。,She @ @ @ and turned left too early while driving.,She 「misunderstood directions」 and turned left too early while driving.,她「误解了方向」，开车时过早左转。,典型中式英语：'She mistake the navigation.' 纠正：'She misunderstood the navigation instructions.',9b0b1f0d0f07a0f322b7147c682fa0cf.wav
在一次团队会议中，项目经理需要说服团队选择一个更高效的工作流程。经理通过分析数据和因果关系来说明新流程的优点。,通过清晰的因果分析，让大家理解为什么新流程更合理。,"To convince the team, the manager had to @ @ to explain the benefits of the new workflow.","To convince the team, the manager had to 「apply logic」 to explain the benefits of the new workflow.",为了说服团队，经理需要「运用逻辑」来解释新工作流程的好处。,典型中式英语：'Use logic thinking to explain.' 纠正：'Apply logic to explain.' 中式英语常直接翻译'逻辑思维'，显得冗余，改为'apply logic'更简洁自然。,6e29eeb4a98ee075c79a4bdd1c147ed3.wav
在课堂上，老师要求学生分析一篇议论文的论点是否合理。学生通过检查论点的因果链条，发现其中的漏洞。,通过检查论点的合理性，判断其是否站得住脚。,The student pointed out that the argument didn’t @ @ because of inconsistent reasoning.,The student pointed out that the argument didn’t 「follow logic」 because of inconsistent reasoning.,学生指出，由于推理不一致，该论点没有「遵循逻辑」。,典型中式英语：'The argument is not logic.' 纠正：'The argument doesn’t follow logic.' 中式英语常误用'logic'作形容词，正确表达是用'follow logic'表示符合逻辑。,7ff8d1c648fa62245846acbc4d9f3773.wav
一位程序员在开发一个电商网站时，需要设计一个自动推荐商品的功能。他通过编写代码来定义推荐的规则。,通过代码设置规则，确保推荐系统能根据用户行为作出合理推荐。,The developer spent hours refining the @ @ to improve the website’s recommendation system.,The developer spent hours refining the 「programming logic」 to improve the website’s recommendation system.,开发人员花了几个小时优化「编程逻辑」，以改进网站的推荐系统。,典型中式英语：'Write the logic of program.' 纠正：'Refine the programming logic.' 中式英语常直接翻译'程序的逻辑'，显得不地道，正确表达是用'programming logic'。,28c1b44405da0241904e27192a3db90e.wav
在设计一个新的库存管理系统时，团队需要确保系统能自动处理订单和库存更新。他们讨论了系统的核心规则。,确保系统的核心规则能无缝处理订单和库存更新。,The team carefully designed the @ @ to ensure seamless order and inventory management.,The team carefully designed the 「business logic」 to ensure seamless order and inventory management.,团队仔细设计了「业务逻辑」，以确保订单和库存管理的无缝衔接。,典型中式英语：'The logic of business is designed.' 纠正：'The business logic is designed.' 中式英语常误用'logic of business'，正确表达是'business logic'。,612303d6fb7e3d1b4e8445c20eb046f0.wav
在一次工作会议中，经理正在向团队介绍新项目的计划，要求大家关注具体步骤。,经理希望团队不仅了解项目的整体目标，还要深入了解每个步骤的具体内容。,The manager asked us to discuss the project @ @ to ensure everyone understands the process.,The manager asked us to discuss the project 「in detail」 to ensure everyone understands the process.,经理要求我们「详细地」讨论项目，以确保每个人都理解流程。,典型中式英语：'Discuss the project very detailed.' 纠正：'Discuss the project in detail.',ee53db1699b09971dcd74be8d1823925.wav
一位朋友在咖啡馆分享她最近的旅行经历，特别提到了一些有趣的小故事。,朋友想通过分享具体的经历，让听者感受到旅行的乐趣。,"She described her trip to Italy @ @ @, sharing stories about the local culture.","She described her trip to Italy 「in fine detail」, sharing stories about the local culture.",她「非常详细地」描述了意大利之旅，分享了当地文化的故事。,典型中式英语：'She talked her trip very detail.' 纠正：'She described her trip in detail.',1c805cf8efc2da3e2ca067dc483aa2a6.wav
一位工程师在技术会议上向客户解释新产品的开发流程。,工程师需要清楚地说明每个开发阶段的具体步骤，以赢得客户的信任。,The engineer was asked to @ @ @ to clarify each step for the client.,The engineer was asked to 「detail the process」 to clarify each step for the client.,工程师被要求「详细说明流程」，以便为客户澄清每个步骤。,典型中式英语：'Explain the process very detailed.' 纠正：'Detail the process clearly.',53f6435eb6527dc41958c9a3ac0ecb4b.wav
一位老师在课堂上向学生解释一项复杂的作业要求。,老师希望通过清晰的说明，让学生明白作业的具体要求和评分标准。,The teacher took time to @ @ @ so students could start the assignment confidently.,The teacher took time to 「detail the requirements」 so students could start the assignment confidently.,老师花时间「详细说明要求」，以便学生能够自信地开始作业。,典型中式英语：'Teacher said the requirements very detail.' 纠正：'The teacher detailed the requirements clearly.',a87b82a72cd3d70719e07d0744d9d9cb.wav
一位母亲在孩子的毕业典礼上，看着孩子走上领奖台，内心充满了无法言喻的情感。,母亲觉得自己的幸福和骄傲是如此巨大，仿佛无法用任何标准来衡量。,Her heart swelled with @ @ as she watched her child receive the diploma.,Her heart swelled with 「immeasurable joy」 as she watched her child receive the diploma.,她的心因「无法测量的喜悦」而膨胀，看着孩子领取毕业证书。,典型中式英语：'Her happiness is very big.' 纠正：'Her happiness is immeasurable.',e75b41b93317c87483821e6a6dfd4c24.wav
一家公司在推出环保产品后，收到了全球用户的积极反馈，影响力超出了预期。,公司意识到他们的产品对环境和社会的正面作用是如此深远，难以用数据统计。,The new eco-friendly product had an @ @ on global sustainability efforts.,The new eco-friendly product had an 「immeasurable impact」 on global sustainability efforts.,这款新环保产品对全球可持续发展努力产生了「无法测量的影响」。,典型中式英语：'The product affects the environment very much.' 纠正：'The product has an immeasurable impact on the environment.',a35a3c0dbec70124951767b4dda9a9e3.wav
一个年轻人在夜晚仰望星空，思考宇宙的浩瀚，感到人类的渺小。,他觉得星星之间的距离是如此遥远，仿佛没有任何工具可以丈量。,The stars seemed separated by an @ @ that humbled him.,The stars seemed separated by an 「immeasurable distance」 that humbled him.,星星之间仿佛被「无边的距离」隔开，让他感到谦卑。,典型中式英语：'The distance of stars is very far.' 纠正：'The distance between the stars is immeasurable.',79dc37ee90b494f8800dc14cecdbda86.wav
一位创业者在规划公司未来时，意识到团队的创造力和可能性无穷无尽。,她相信团队的能力没有上限，未来的成就可能是无限的。,She believed her team had @ @ to achieve greatness.,She believed her team had 「immeasurable potential」 to achieve greatness.,她相信她的团队有「无限的潜力」去成就伟大。,典型中式英语：'Her team has very big potential.' 纠正：'Her team has immeasurable potential.',ba1717929c20f2b3cc7df5e329abe4cf.wav
在一场公司会议中，项目经理需要向团队解释为什么新的工作流程会提高效率。团队成员起初对此持怀疑态度，但经理通过数据和实例成功地说服了大家。,经理通过清晰的逻辑和有力的证据让团队相信新流程是可行的。,The manager presented @ @ @ that won over the skeptical team.,The manager presented 「a convincing argument」 that won over the skeptical team.,经理提出了「一个有说服力的论点」，赢得了持怀疑态度的团队的认同。,典型中式英语：'The manager said a very strong reason.' 纠正：'The manager presented a convincing argument.'（'reason'不如'argument'具体，且'strong'不如'convincing'准确传达说服力。）,ac02cce4104390210ec8c481159f4e46.wav
在一场学校辩论赛中，一位学生通过引用可靠的研究数据和现实案例，成功地让评委相信她的观点是正确的。,学生用事实和逻辑让评委觉得她的立场更有道理。,Her @ @ @ left the judges with no doubts about her position.,Her 「convincing performance」 left the judges with no doubts about her position.,她的「令人信服的表现」让评委对她的立场毫无疑问。,典型中式英语：'Her speech was very good.' 纠正：'Her performance was convincing.'（'good'过于笼统，'convincing performance'更具体地表达了说服力。）,bef2639d22e619ee1d6b780a2a25c040.wav
在一场足球比赛中，主队以5比0的比分击败了对手，展现了他们强大的实力。观众和评论员都认为这场胜利非常震撼。,主队以巨大的优势获胜，让人完全认可他们的实力。,The home team secured @ @ @ that stunned the audience.,The home team secured 「a convincing victory」 that stunned the audience.,主队取得了「压倒性的胜利」，让观众震惊。,典型中式英语：'The team won very big.' 纠正：'The team secured a convincing victory.'（'very big'不地道，'convincing victory'更准确表达压倒性。）,bb8d3b645387cdde0e443db9a2dce019.wav
在一场全国象棋锦标赛中，一位年轻选手在决赛中以显著的优势击败了经验丰富的对手，赢得了冠军。,年轻选手以绝对的优势获胜，证明了自己的实力。,The young player achieved @ @ @ against a seasoned opponent.,The young player achieved 「a convincing win」 against a seasoned opponent.,这位年轻选手对阵经验丰富的对手取得了「显著的胜利」。,典型中式英语：'The player won very strongly.' 纠正：'The player achieved a convincing win.'（'strongly'不适合描述胜利，'convincing win'更自然。）,aa801bd98dd17ae08ea9524833615226.wav
一个大学生在学校组织的慈善活动中，看到宣传板上写着需要为贫困地区的儿童筹集资金。他决定贡献自己的一部分零花钱。,他想通过贡献自己的零花钱来帮助那些需要帮助的孩子，觉得这是一件有意义的事情。,He decided to @ @ @ to help children in need.,He decided to 「donate to a charity」 to help children in need.,他决定「捐款给慈善机构」来帮助有需要的儿童。,典型中式英语：He wants to give money to charity. 纠正：He wants to donate to a charity.（'give money' 显得笼统，'donate' 更精确且常见。）,b337dc8be5cf6dec1e1fedfb6e57fb29.wav
